IDCLI;Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
56;01/08/2021;Pennsylvania;Production;Mobile;Samsung Galaxy;0,1;75;7,5;4
18;01/08/2021;Michigan;Marketing;Mobile;Apple iPhone;0,1;25;2,5;6
4;01/08/2021;Kentucky;Finance;Mobile;LG G4;0,09;70;6,3;7
26;01/08/2021;Auvergne-Rhône-Alpes;Production;VoIP;Cisco SPA 303;0,1;35;3,5;9
48;01/08/2021;Idaho;SI;Mobile;Samsung Galaxy;0,09;5;0,45;6
33;01/08/2021;Yukon;Production;Mobile;Samsung Galaxy;0,11;5;0,55;2
76;01/08/2021;Minnesota;Juridique;VoIP;Thomson st2030;0,11;20;2,2;6
29;01/08/2021;Bourgogne-Franche-Comté;Achats;Mobile;Apple iPhone;0,1;40;4;5
22;01/08/2021;Alberta;SI;VoIP;Cisco SPA 303;0,1;55;5,5;6
76;01/08/2021;Hawaii;Direction;Mobile;Apple iPhone;0,11;20;2,2;4
72;01/08/2021;Ohio;Direction;Fixe;Alcatel Versatis;0,09;70;6,3;6
54;01/08/2021;Pays;de;Fixe;Logicom Nova 350;0,11;50;5,5;6
5;01/08/2021;Michigan;Finance;Fixe;Alcatel Versatis;0,11;5;0,55;8
77;01/08/2021;New;Jersey;Fixe;Alcatel Versatis;0,12;75;9;2
58;01/08/2021;Pays;de;Fixe;Logicom Nova 350;0,1;60;6;9
79;01/08/2021;Nouvelle-Écosse;RH;VoIP;Thomson st3030;0,11;70;7,7;6
2;01/08/2021;South;Carolina;VoIP;Thomson st2030;0,12;35;4,2;5
89;01/08/2021;Louisiana;Finance;Mobile;LG G4;0,11;70;7,7;2
15;01/08/2021;Bourgogne-Franche-Comté;Ventes;Fixe;Siemens Gigaset a400;0,11;15;1,65;5
89;01/08/2021;Angleterre;Production;VoIP;Thomson st3030;0,12;10;1,2;4
54;01/08/2021;Bourgogne-Franche-Comté;SI;Fixe;Logicom Nova 350;0,09;55;4,95;9
15;01/08/2021;South;Carolina;VoIP;Cisco SPA 303;0,1;15;1,5;8
33;01/08/2021;Illinois;R&D;Fixe;Alcatel Versatis;0,12;45;5,4;10
2;01/08/2021;Wyoming;Achats;Fixe;Logicom Nova 350;0,12;60;7,2;10
49;01/08/2021;Normandie;R&D;VoIP;Cisco SPA 303;0,12;35;4,2;6
14;01/08/2021;Illinois;RH;Mobile;Samsung Galaxy;0,11;65;7,15;3
28;01/08/2021;Auvergne-Rhône-Alpes;SI;Fixe;Logicom Nova 350;0,1;75;7,5;7
7;01/08/2021;Nouvelle-Aquitaine;Marketing;VoIP;Thomson st2030;0,11;70;7,7;7
2;01/08/2021;Hauts-De-France;Direction;Fixe;Alcatel Versatis;0,11;40;4,4;8
19;01/08/2021;Grand;Est;VoIP;Cisco SPA 303;0,12;65;7,8;10
32;01/08/2021;Colombie-Britannique;Direction;Mobile;LG G4;0,12;40;4,8;8
6;01/08/2021;Iowa;R&D;VoIP;Thomson st2030;0,09;45;4,05;10
7;01/08/2021;Nouvelle-Aquitaine;Direction;Fixe;Alcatel Versatis;0,11;55;6,05;5
14;01/08/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,1;15;1,5;4
17;01/08/2021;Utah;RH;VoIP;Cisco SPA 303;0,1;15;1,5;8
34;01/08/2021;Kentucky;Marketing;Fixe;Siemens Gigaset a400;0,11;45;4,95;10
2;01/08/2021;Massachusetts;Direction;Mobile;Samsung Galaxy;0,09;65;5,85;2
19;01/08/2021;Virginia;R&D;Fixe;Logicom Nova 350;0,09;5;0,45;2
104;01/08/2021;Alaska;Ventes;Fixe;Alcatel Versatis;0,09;30;2,7;4
12;01/08/2021;South;Dakota;Fixe;Logicom Nova 350;0,11;55;6,05;4
64;01/08/2021;Corse;Finance;Fixe;Siemens Gigaset a400;0,1;25;2,5;10
8;01/08/2021;Illinois;Ventes;VoIP;Cisco SPA 303;0,11;30;3,3;9
2;01/08/2021;Normandie;Ventes;Mobile;LG G4;0,1;35;3,5;8
48;01/08/2021;Angleterre;Achats;VoIP;Cisco SPA 303;0,12;40;4,8;4
21;01/08/2021;Normandie;Direction;Mobile;Apple iPhone;0,12;65;7,8;9
54;01/08/2021;California;Finance;Mobile;Apple iPhone;0,12;75;9;3
22;01/09/2021;Colombie-Britannique;RH;Fixe;Logicom Nova 350;0,09;70;6,3;3
11;01/09/2021;Nevada;Ventes;Mobile;Apple iPhone;0,1;20;2;8
37;01/09/2021;South;Carolina;Fixe;Siemens Gigaset a400;0,12;60;7,2;2
50;01/09/2021;New;Mexico;Fixe;Alcatel Versatis;0,12;45;5,4;4
80;01/09/2021;Occitanie;Production;VoIP;Thomson st3030;0,12;20;2,4;2
37;01/09/2021;North;Dakota;Mobile;LG G4;0,12;20;2,4;5
55;01/09/2021;North;Dakota;Fixe;Alcatel Versatis;0,12;60;7,2;8
86;01/09/2021;Rhode;Island;VoIP;Thomson st2030;0,09;35;3,15;4
36;01/09/2021;Iowa;SI;VoIP;Thomson st2030;0,1;65;6,5;9
32;01/09/2021;Irlande;du;Fixe;Logicom Nova 350;0,1;25;2,5;2
47;01/09/2021;Saskatchewan;Juridique;Fixe;Siemens Gigaset a400;0,11;35;3,85;7
93;01/09/2021;Normandie;Achats;Fixe;Logicom Nova 350;0,11;15;1,65;10
50;01/09/2021;Terre-Neuve-et-Labrador;RH;VoIP;Thomson st2030;0,09;25;2,25;6
46;01/09/2021;Wyoming;Production;Fixe;Logicom Nova 350;0,12;50;6;3
52;01/09/2021;Nouvelle-Aquitaine;Direction;Mobile;LG G4;0,09;50;4,5;2
53;01/09/2021;Missouri;Marketing;Mobile;Samsung Galaxy;0,1;25;2,5;6
30;01/09/2021;Centre-Val;de;VoIP;Thomson st2030;0,1;55;5,5;4
12;01/09/2021;Nouvelle-Écosse;Production;Mobile;LG G4;0,1;15;1,5;2
54;01/09/2021;Indiana;R&D;Fixe;Alcatel Versatis;0,12;45;5,4;6
52;01/09/2021;Pennsylvania;R&D;Fixe;Siemens Gigaset a400;0,12;25;3;2
37;01/09/2021;Québec;Marketing;VoIP;Cisco SPA 303;0,1;55;5,5;7
19;01/09/2021;Georgia;Juridique;Fixe;Alcatel Versatis;0,1;70;7;8
25;01/09/2021;Wyoming;SI;Fixe;Siemens Gigaset a400;0,09;25;2,25;2
52;01/09/2021;Corse;Achats;Fixe;Alcatel Versatis;0,09;20;1,8;9
50;01/09/2021;Oklahoma;Ventes;Mobile;Samsung Galaxy;0,09;60;5,4;2
77;01/09/2021;Ontario;Ventes;Mobile;Apple iPhone;0,1;50;5;3
39;01/09/2021;Occitanie;SI;Fixe;Siemens Gigaset a400;0,1;70;7;6
84;01/09/2021;Arkansas;Ventes;VoIP;Cisco SPA 303;0,12;50;6;4
98;01/09/2021;Ohio;Juridique;Fixe;Alcatel Versatis;0,1;25;2,5;4
24;01/09/2021;North;Dakota;Mobile;LG G4;0,11;15;1,65;9
52;01/09/2021;Nouvelle-Aquitaine;Marketing;Mobile;Apple iPhone;0,11;60;6,6;4
87;01/09/2021;Massachusetts;Ventes;VoIP;Thomson st3030;0,12;65;7,8;9
45;01/09/2021;Hawaii;Marketing;Mobile;Samsung Galaxy;0,1;10;1;6
17;01/09/2021;New;Jersey;Mobile;Samsung Galaxy;0,1;20;2;3
83;01/09/2021;Missouri;Achats;Mobile;Samsung Galaxy;0,1;25;2,5;8
48;01/09/2021;Indiana;RH;Mobile;Apple iPhone;0,11;50;5,5;7
39;01/09/2021;Manitoba;Marketing;VoIP;Thomson st2030;0,12;15;1,8;10
55;01/09/2021;Wisconsin;Direction;Mobile;LG G4;0,1;20;2;7
91;01/09/2021;West;Virginia;Mobile;Apple iPhone;0,1;50;5;4
25;01/09/2021;Grand;Est;VoIP;Thomson st2030;0,1;55;5,5;8
44;01/09/2021;New;Hampshire;Mobile;LG G4;0,09;5;0,45;9
12;01/09/2021;Occitanie;Production;Mobile;Samsung Galaxy;0,12;45;5,4;4
2;01/09/2021;Pays;de;Mobile;Samsung Galaxy;0,12;20;2,4;8
25;01/09/2021;Yukon;Direction;Mobile;Apple iPhone;0,09;70;6,3;3
39;01/09/2021;Saskatchewan;SI;Mobile;Samsung Galaxy;0,1;5;0,5;2
28;01/09/2021;Terre-Neuve-et-Labrador;Achats;Mobile;LG G4;0,1;70;7;2
3;01/09/2021;Bretagne;Achats;Fixe;Logicom Nova 350;0,1;40;4;9
52;01/09/2021;Nouvelle-Aquitaine;SI;Fixe;Logicom Nova 350;0,09;20;1,8;5
80;01/09/2021;North;Dakota;Mobile;Samsung Galaxy;0,1;15;1,5;6
56;01/09/2021;Ontario;Juridique;Mobile;LG G4;0,12;55;6,6;3
40;01/09/2021;Michigan;Ventes;Fixe;Alcatel Versatis;0,09;75;6,75;2
46;01/09/2021;Vermont;Ventes;VoIP;Thomson st3030;0,1;15;1,5;4
87;01/09/2021;Colombie-Britannique;R&D;VoIP;Cisco SPA 303;0,1;55;5,5;10
30;01/09/2021;Alabama;Direction;Mobile;Apple iPhone;0,09;15;1,35;8
19;01/09/2021;Arizona;Juridique;VoIP;Cisco SPA 303;0,11;45;4,95;10
91;01/09/2021;Auvergne-Rhône-Alpes;Direction;VoIP;Thomson st3030;0,1;15;1,5;10
24;01/09/2021;South;Carolina;Mobile;Apple iPhone;0,11;70;7,7;6
5;01/09/2021;North;Carolina;VoIP;Cisco SPA 303;0,11;20;2,2;7
73;01/09/2021;Ohio;Marketing;Fixe;Siemens Gigaset a400;0,09;5;0,45;9
57;01/09/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,09;75;6,75;7
14;01/09/2021;Wisconsin;RH;Fixe;Alcatel Versatis;0,11;75;8,25;10
19;01/09/2021;Irlande;du;VoIP;Thomson st3030;0,11;5;0,55;6
74;01/09/2021;Utah;Direction;VoIP;Thomson st2030;0,1;65;6,5;9
79;01/09/2021;Corse;Achats;VoIP;Thomson st2030;0,11;20;2,2;9
20;01/09/2021;Connecticut;R&D;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
81;01/09/2021;Minnesota;Direction;VoIP;Thomson st3030;0,09;60;5,4;6
39;01/09/2021;Grand;Est;Mobile;LG G4;0,11;60;6,6;4
78;01/09/2021;Maryland;Achats;Fixe;Logicom Nova 350;0,09;20;1,8;3
85;01/09/2021;Auvergne-Rhône-Alpes;RH;Fixe;Alcatel Versatis;0,09;45;4,05;7
19;01/09/2021;Nouvelle-Écosse;RH;Mobile;LG G4;0,12;25;3;4
54;01/09/2021;Corse;Marketing;Mobile;LG G4;0,09;45;4,05;6
48;01/09/2021;New;Hampshire;Mobile;LG G4;0,12;55;6,6;6
32;01/09/2021;Louisiana;Direction;Fixe;Logicom Nova 350;0,09;55;4,95;2
57;01/09/2021;California;Ventes;Mobile;Samsung Galaxy;0,11;10;1,1;10
17;01/09/2021;New;Jersey;VoIP;Thomson st2030;0,11;35;3,85;2
49;01/09/2021;New;Mexico;VoIP;Thomson st3030;0,11;35;3,85;4
55;01/09/2021;Colombie-Britannique;RH;VoIP;Thomson st3030;0,11;5;0,55;7
30;01/09/2021;Bourgogne-Franche-Comté;Direction;VoIP;Cisco SPA 303;0,1;60;6;3
53;01/09/2021;Territoires;du;Fixe;Siemens Gigaset a400;0,11;65;7,15;2
32;01/09/2021;Louisiana;Ventes;Mobile;Apple iPhone;0,11;5;0,55;7
80;01/09/2021;Oklahoma;Finance;Mobile;Apple iPhone;0,1;5;0,5;9
82;01/09/2021;South;Dakota;Fixe;Alcatel Versatis;0,1;55;5,5;7
90;01/09/2021;Territoires;du;VoIP;Cisco SPA 303;0,11;35;3,85;6
95;01/09/2021;Territoires;du;VoIP;Thomson st2030;0,11;60;6,6;3
74;01/09/2021;Alaska;Achats;VoIP;Cisco SPA 303;0,11;30;3,3;4
48;01/09/2021;Nunavut;Marketing;VoIP;Thomson st3030;0,09;5;0,45;2
15;01/09/2021;Kentucky;R&D;Mobile;Apple iPhone;0,1;70;7;3
78;01/09/2021;Indiana;SI;Mobile;LG G4;0,09;50;4,5;4
14;01/09/2021;Colombie-Britannique;R&D;VoIP;Thomson st3030;0,12;10;1,2;10
77;01/09/2021;Vermont;Production;Fixe;Siemens Gigaset a400;0,11;20;2,2;8
15;01/09/2021;Nebraska;Achats;Fixe;Siemens Gigaset a400;0,1;50;5;6
16;01/09/2021;Occitanie;Ventes;Fixe;Logicom Nova 350;0,12;15;1,8;6
13;01/09/2021;Tennessee;Production;VoIP;Thomson st3030;0,1;35;3,5;4
15;01/09/2021;Florida;Direction;Fixe;Logicom Nova 350;0,1;45;4,5;2
18;01/09/2021;Iowa;Direction;VoIP;Thomson st3030;0,12;45;5,4;10
15;01/09/2021;Colombie-Britannique;Marketing;VoIP;Cisco SPA 303;0,12;70;8,4;8
2;01/09/2021;Illinois;Finance;VoIP;Thomson st2030;0,1;20;2;6
13;01/09/2021;North;Dakota;Fixe;Alcatel Versatis;0,11;50;5,5;2
16;01/09/2021;Nouvelle-Aquitaine;Juridique;Mobile;LG G4;0,1;30;3;2
17;01/09/2021;Idaho;Juridique;Mobile;Samsung Galaxy;0,09;60;5,4;4
35;01/09/2021;Grand;Est;Fixe;Logicom Nova 350;0,09;15;1,35;7
73;01/09/2021;Nevada;Direction;Fixe;Logicom Nova 350;0,09;45;4,05;10
78;01/09/2021;Normandie;Direction;VoIP;Cisco SPA 303;0,11;35;3,85;3
77;01/09/2021;Colombie-Britannique;Ventes;VoIP;Thomson st2030;0,09;75;6,75;7
54;01/09/2021;Grand;Est;Fixe;Siemens Gigaset a400;0,12;65;7,8;8
81;01/09/2021;Maine;Achats;Fixe;Alcatel Versatis;0,12;70;8,4;3
83;01/09/2021;Bourgogne-Franche-Comté;R&D;Mobile;LG G4;0,12;15;1,8;8
21;01/09/2021;Alabama;Finance;Fixe;Alcatel Versatis;0,1;60;6;10
15;01/09/2021;Indiana;Direction;VoIP;Cisco SPA 303;0,11;15;1,65;9
72;01/10/2021;Hauts-De-France;Juridique;VoIP;Cisco SPA 303;0,09;55;4,95;9
70;01/10/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,11;70;7,7;2
21;01/10/2021;Québec;R&D;Fixe;Logicom Nova 350;0,09;55;4,95;8
25;01/10/2021;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,1;10;1;6
74;01/10/2021;Utah;Achats;Fixe;Alcatel Versatis;0,11;20;2,2;7
33;01/10/2021;West;Virginia;Fixe;Siemens Gigaset a400;0,12;10;1,2;3
34;01/10/2021;Grand;Est;Mobile;Apple iPhone;0,1;40;4;8
48;01/10/2021;California;Juridique;VoIP;Thomson st2030;0,09;40;3,6;9
49;01/10/2021;Oklahoma;Achats;VoIP;Thomson st2030;0,12;50;6;4
53;01/10/2021;Territoires;du;VoIP;Thomson st3030;0,09;15;1,35;7
34;01/10/2021;Arizona;Ventes;VoIP;Thomson st3030;0,2;65;5,95;6
49;01/10/2021;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st2030;0,11;70;7,7;6
50;01/10/2021;Georgia;Juridique;Fixe;Logicom Nova 350;0,11;60;6,6;5
53;01/10/2021;Nebraska;Marketing;VoIP;Thomson st3030;0,1;30;3;10
73;01/10/2021;Auvergne-Rhône-Alpes;Finance;Fixe;Logicom Nova 350;0,12;65;7,8;10
9;01/10/2021;Oregon;Marketing;Mobile;LG G4;0,11;70;7,7;7
10;01/10/2021;Rhode;Island;Mobile;LG G4;0,09;5;0,45;4
36;01/10/2021;Île-du-Prince-Édouard;Juridique;Fixe;Siemens Gigaset a400;0,09;5;0,45;2
16;01/10/2021;Oklahoma;Juridique;Fixe;Logicom Nova 350;0,24;85;10,2;5
49;01/10/2021;Alabama;Finance;Mobile;LG G4;0,09;20;1,8;4
17;01/10/2021;Grand;Est;Fixe;Logicom Nova 350;0,09;10;0,9;4
84;01/10/2021;Centre-Val;de;Mobile;LG G4;0,09;5;0,45;4
13;01/10/2021;North;Carolina;VoIP;Thomson st3030;0,1;25;2,5;3
79;01/10/2021;Hauts-De-France;Direction;Mobile;Apple iPhone;0,1;40;4;5
98;01/10/2021;Nunavut;RH;VoIP;Thomson st3030;0,11;70;7,7;3
12;01/10/2021;Arizona;RH;VoIP;Thomson st2030;0,09;70;6,3;3
24;01/10/2021;Rhode;Island;Fixe;Alcatel Versatis;0,11;35;3,85;6
40;01/10/2021;Pennsylvania;Marketing;Mobile;Samsung Galaxy;0,11;55;6,05;6
41;01/10/2021;Mississippi;Direction;Fixe;Alcatel Versatis;0,1;10;1;8
65;01/10/2021;Écosse;Juridique;VoIP;Thomson st3030;0,09;65;5,85;3
28;01/10/2021;Alaska;Ventes;VoIP;Thomson st3030;0,09;30;2,7;2
3;01/10/2021;Normandie;SI;Mobile;Apple iPhone;0,12;75;9;9
75;01/10/2021;Nouvelle-Écosse;Direction;VoIP;Thomson st3030;0,09;30;2,7;10
6;01/10/2021;Virginia;Ventes;Mobile;LG G4;0,12;40;4,8;10
12;01/10/2021;Colombie-Britannique;SI;Fixe;Alcatel Versatis;0,11;45;4,95;3
93;01/10/2021;Rhode;Island;Fixe;Siemens Gigaset a400;0,12;35;4,2;3
2;01/10/2021;Virginia;Finance;Fixe;Logicom Nova 350;0,12;10;1,2;10
57;01/10/2021;Rhode;Island;Fixe;Siemens Gigaset a400;0,11;5;0,55;9
41;01/10/2021;Grand;Est;Mobile;Apple iPhone;0,1;15;1,5;3
28;01/10/2021;Connecticut;Finance;VoIP;Cisco SPA 303;0,11;60;6,6;5
28;01/10/2021;Normandie;Juridique;Mobile;LG G4;0,12;45;5,4;7
13;01/10/2021;Saskatchewan;SI;Fixe;Alcatel Versatis;0,12;30;3,6;6
56;01/10/2021;Hauts-De-France;Ventes;VoIP;Thomson st3030;0,12;5;0,6;7
32;01/10/2021;Maine;Marketing;VoIP;Thomson st3030;0,09;5;0,45;8
3;01/10/2021;Occitanie;Ventes;Mobile;LG G4;0,09;25;2,25;8
48;01/10/2021;Florida;Finance;VoIP;Thomson st2030;0,09;60;5,4;5
46;01/10/2021;Rhode;Island;Fixe;Siemens Gigaset a400;0,09;55;4,95;7
72;01/10/2021;Île-du-Prince-Édouard;Direction;Mobile;LG G4;0,1;25;2,5;8
55;01/10/2021;Bourgogne-Franche-Comté;Direction;Mobile;Apple iPhone;0,12;25;3;4
94;01/10/2021;Bourgogne-Franche-Comté;Marketing;Fixe;Alcatel Versatis;0,1;30;3;4
62;01/10/2021;Colombie-Britannique;Achats;VoIP;Thomson st2030;0,12;40;4,8;6
93;01/10/2021;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,1;55;5,5;9
33;01/10/2021;Alabama;RH;VoIP;Cisco SPA 303;0,11;40;4,4;10
38;01/10/2021;Hauts-De-France;Achats;VoIP;Cisco SPA 303;0,11;10;1,1;6
91;01/10/2021;New;Mexico;Fixe;Alcatel Versatis;0,1;60;6;5
38;01/10/2021;Nebraska;Production;Fixe;Siemens Gigaset a400;0,11;75;8,25;2
47;01/10/2021;Bourgogne-Franche-Comté;Achats;Mobile;Samsung Galaxy;0,09;35;3,15;4
54;01/10/2021;New;Jersey;VoIP;Cisco SPA 303;0,12;50;6;2
32;01/10/2021;Pays;de;Mobile;Samsung Galaxy;0,11;50;5,5;5
14;01/10/2021;Mississippi;RH;VoIP;Cisco SPA 303;0,09;40;3,6;6
38;01/10/2021;North;Carolina;Mobile;LG G4;0,11;65;7,15;5
14;01/10/2021;New;Jersey;Mobile;LG G4;0,12;25;3;9
6;01/10/2021;Nebraska;Achats;VoIP;Cisco SPA 303;0,12;20;2,4;4
19;01/10/2021;South;Dakota;VoIP;Cisco SPA 303;0,1;65;6,5;8
2;01/10/2021;Michigan;Production;Fixe;Alcatel Versatis;0,12;35;4,2;10
20;01/10/2021;Montana;Direction;VoIP;Thomson st3030;0,11;75;8,25;4
17;01/10/2021;Île-de-France;Juridique;Mobile;Apple iPhone;0,11;5;0,55;9
54;01/10/2021;Alaska;Ventes;Mobile;LG G4;0,11;60;6,6;10
55;01/10/2021;Yukon;Marketing;Fixe;Logicom Nova 350;0,09;50;4,5;7
76;01/10/2021;Grand;Est;VoIP;Thomson st3030;0,12;15;1,8;5
80;01/10/2021;Arizona;Juridique;Mobile;Samsung Galaxy;0,1;20;2;3
39;01/10/2021;Manitoba;Marketing;Fixe;Alcatel Versatis;0,1;45;4,5;5
18;01/10/2021;Nouvelle-Écosse;R&D;VoIP;Thomson st2030;0,1;15;1,5;7
77;01/10/2021;Maine;Direction;Mobile;Samsung Galaxy;0,11;30;3,3;10
20;01/10/2021;Missouri;RH;VoIP;Thomson st2030;0,11;50;5,5;10
79;01/10/2021;Nouvelle-Écosse;R&D;VoIP;Thomson st3030;0,1;65;6,5;2
2;01/10/2021;Occitanie;R&D;Fixe;Alcatel Versatis;0,1;55;5,5;6
52;01/10/2021;New;Mexico;Fixe;Alcatel Versatis;0,1;75;7,5;6
33;01/10/2021;Maryland;Finance;Mobile;Apple iPhone;0,1;70;7;5
78;01/10/2021;South;Carolina;Fixe;Alcatel Versatis;0,1;20;2;9
82;01/10/2021;Kentucky;Achats;VoIP;Cisco SPA 303;0,1;25;2,5;9
54;01/10/2021;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st3030;0,11;25;2,75;2
52;01/10/2021;Florida;Direction;Fixe;Alcatel Versatis;0,11;15;1,65;3
31;01/10/2021;Terre-Neuve-et-Labrador;SI;Fixe;Logicom Nova 350;0,09;35;3,15;3
53;01/10/2021;Maine;Production;Mobile;LG G4;0,11;45;4,95;3
83;01/10/2021;New;Hampshire;VoIP;Thomson st2030;0,12;10;1,2;5
29;01/10/2021;Nouvelle-Aquitaine;Marketing;VoIP;Cisco SPA 303;0,09;50;4,5;5
83;01/10/2021;Pennsylvania;Production;VoIP;Thomson st3030;0,1;25;2,5;5
82;01/10/2021;Indiana;Marketing;VoIP;Cisco SPA 303;0,1;55;5,5;6
75;01/10/2021;New;Jersey;Mobile;LG G4;0,12;75;9;8
14;01/10/2021;Occitanie;SI;Fixe;Siemens Gigaset a400;0,12;65;7,8;8
77;01/10/2021;Nouveau-Brunswick;Direction;Fixe;Siemens Gigaset a400;0,12;65;7,8;2
41;01/10/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,09;45;4,05;8
49;01/10/2021;Arizona;Production;Mobile;Apple iPhone;0,09;15;1,35;2
78;01/10/2021;Hauts-De-France;Marketing;VoIP;Cisco SPA 303;0,09;45;4,05;5
48;01/10/2021;Écosse;Juridique;Mobile;LG G4;0,11;45;4,95;9
38;01/10/2021;Normandie;Marketing;Mobile;LG G4;0,11;45;4,95;9
10;01/10/2021;Oregon;RH;VoIP;Thomson st2030;0,12;75;9;4
11;01/10/2021;Illinois;Juridique;Mobile;Samsung Galaxy;0,12;15;1,8;7
79;01/10/2021;California;R&D;VoIP;Thomson st2030;0,11;35;3,85;6
77;01/10/2021;Québec;Juridique;Fixe;Alcatel Versatis;0,12;20;2,4;2
82;01/10/2021;Colorado;Finance;Fixe;Alcatel Versatis;0,12;65;7,8;4
85;01/10/2021;Hauts-De-France;Production;Mobile;Samsung Galaxy;0,09;10;0,9;7
99;01/10/2021;West;Virginia;Mobile;Samsung Galaxy;0,11;30;3,3;9
109;01/10/2021;Oregon;SI;VoIP;Thomson st3030;0,1;5;0,5;9
22;01/10/2021;Bourgogne-Franche-Comté;Ventes;VoIP;Cisco SPA 303;0,11;35;3,85;4
35;01/10/2021;Nouvelle-Aquitaine;SI;VoIP;Cisco SPA 303;0,1;65;6,5;10
75;01/10/2021;New;Hampshire;Fixe;Alcatel Versatis;0,09;25;2,25;8
21;01/10/2021;Auvergne-Rhône-Alpes;Marketing;Mobile;Apple iPhone;0,12;10;1,2;6
87;01/10/2021;Occitanie;Finance;Fixe;Alcatel Versatis;0,12;75;9;5
61;01/11/2021;Nevada;Ventes;Fixe;Siemens Gigaset a400;0,09;70;6,3;5
68;01/11/2021;South;Dakota;Mobile;Apple iPhone;0,2;80;7,9;7
75;01/11/2021;New;Jersey;Fixe;Logicom Nova 350;0,11;30;3,3;3
56;01/11/2021;Georgia;SI;Fixe;Logicom Nova 350;0,09;20;1,8;10
57;01/11/2021;Delaware;Ventes;VoIP;Thomson st2030;0,12;40;4,8;9
75;01/11/2021;Nebraska;Finance;VoIP;Thomson st2030;0,09;30;2,7;4
2;01/11/2021;Colorado;Production;Fixe;Siemens Gigaset a400;0,1;35;3,5;3
91;01/11/2021;Delaware;Ventes;Mobile;LG G4;0,1;55;5,5;2
30;01/11/2021;Saskatchewan;Achats;Mobile;Samsung Galaxy;0,11;5;0,55;10
44;01/11/2021;Colorado;Production;Mobile;Apple iPhone;0,1;60;6;7
85;01/11/2021;Washington;Juridique;Mobile;Apple iPhone;0,11;40;4,4;4
73;01/11/2021;Indiana;Production;Mobile;Samsung Galaxy;0,09;5;0,45;4
52;01/11/2021;Alaska;Marketing;Fixe;Alcatel Versatis;0,1;25;2,5;4
53;01/11/2021;Saskatchewan;Direction;Fixe;Siemens Gigaset a400;0,12;45;5,4;3
93;01/11/2021;Bourgogne-Franche-Comté;Juridique;VoIP;Thomson st2030;0,1;35;3,5;10
87;01/11/2021;Alaska;SI;Mobile;Apple iPhone;0,09;45;4,05;5
24;01/11/2021;Pays;de;Mobile;Samsung Galaxy;0,11;25;2,75;3
94;01/11/2021;Nouvelle-Aquitaine;Juridique;VoIP;Thomson st2030;0,1;40;4;2
35;01/11/2021;Kentucky;Production;VoIP;Thomson st3030;0,12;30;3,6;4
37;01/11/2021;Occitanie;Achats;Mobile;LG G4;0,09;70;6,3;2
83;01/11/2021;Manitoba;R&D;Fixe;Alcatel Versatis;0,09;15;1,35;5
25;01/11/2021;Connecticut;Direction;Fixe;Siemens Gigaset a400;0,1;20;2;3
52;01/11/2021;Nouvelle-Aquitaine;Direction;VoIP;Thomson st2030;0,1;65;6,5;4
2;01/11/2021;Wisconsin;Achats;Mobile;Apple iPhone;0,09;40;3,6;2
93;01/11/2021;Mississippi;Marketing;Mobile;Samsung Galaxy;0,11;70;7,7;6
46;01/11/2021;Nouvelle-Écosse;Achats;VoIP;Thomson st3030;0,09;40;3,6;9
82;01/11/2021;South;Dakota;Fixe;Alcatel Versatis;0,1;15;1,5;10
87;01/11/2021;Alberta;Ventes;Fixe;Siemens Gigaset a400;0,12;50;6;3
52;01/11/2021;Terre-Neuve-et-Labrador;R&D;Fixe;Alcatel Versatis;0,12;50;6;8
40;01/11/2021;Grand;Est;Mobile;Apple iPhone;0,11;50;5,5;6
85;01/11/2021;Normandie;Achats;Fixe;Alcatel Versatis;0,09;10;0,9;7
54;01/11/2021;Bourgogne-Franche-Comté;Ventes;Mobile;Samsung Galaxy;0,09;65;5,85;2
83;01/11/2021;Nouvelle-Aquitaine;Achats;Fixe;Siemens Gigaset a400;0,09;35;3,15;3
76;01/11/2021;Occitanie;Ventes;Fixe;Logicom Nova 350;0,09;35;3,15;2
55;01/11/2021;Colorado;Marketing;Mobile;LG G4;0,09;75;6,75;10
87;01/11/2021;Connecticut;Achats;Mobile;LG G4;0,11;25;2,75;10
6;01/11/2021;Pennsylvania;Ventes;Fixe;Alcatel Versatis;0,09;30;2,7;4
58;01/11/2021;Bourgogne-Franche-Comté;Achats;Mobile;Apple iPhone;0,1;70;7;4
56;01/11/2021;Grand;Est;VoIP;Thomson st3030;0,1;55;5,5;8
45;01/11/2021;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,09;45;4,05;5
46;01/11/2021;Arkansas;Marketing;Mobile;LG G4;0,09;75;6,75;4
91;01/11/2021;Normandie;Finance;VoIP;Thomson st2030;0,11;20;2,2;10
56;01/11/2021;Montana;SI;Fixe;Logicom Nova 350;0,12;25;3;10
